scenario.CEO,scenario.Year,scenario.Age,scenario.dominant_gender,scenario.dominant_race,scenario.dominant_emotion,answer.Projected_risk_taking,answer.Projected_leadership_strength,answer.Projected_communication_skill,answer.Projected_financial_stewardship
Safra Catz & Mark Hurd,2017,30,Man,white,sad,3,4.0,5.0,4.0
Safra Catz & Mark Hurd,2018,30,Man,white,sad,3,4.0,4.0,3.0
Safra Catz & Mark Hurd,2019,30,Man,white,surprise,3,4.0,4.0,4.0
Marc Benioff,2010,29,Man,white,happy,4,3.0,4.0,3.0
Marc Benioff,2011,44,Man,white,sad,3,3.0,3.0,4.0
Marc Benioff,2012,28,Man,white,sad,3,2.0,3.0,3.0
Marc Benioff,2013,41,Man,white,sad,3,3.0,3.0,4.0
Marc Benioff,2014,44,Man,black,fear,3,3.0,3.0,3.0
Marc Benioff,2016,33,Man,white,angry,3,3.0,3.0,3.0
Marc Benioff,2017,37,Man,latino hispanic,sad,3,3.0,3.0,3.0
Marc Benioff,2018,51,Man,white,happy,3,4.0,4.0,4.0
Marc Benioff,2019,40,Man,white,neutral,3,4.0,4.0,4.0
Paul Otellini,2010,46,Man,white,neutral,3,3.0,4.0,4.0
Paul Otellini,2011,25,Man,white,angry,3,1.0,2.0,1.0
Paul Otellini,2012,38,Man,white,happy,3,4.0,4.0,3.0
Brian Krzanich,2013,39,Man,white,fear,3,3.0,3.0,3.0
Brian Krzanich,2014,43,Man,white,sad,3,3.0,3.0,3.0
Brian Krzanich,2015,50,Man,white,happy,3,4.0,4.0,3.0
Brian Krzanich,2016,52,Man,white,fear,2,3.0,3.0,3.0
Brian Krzanich,2017,37,Man,white,happy,3,3.0,4.0,3.0
Bob Swan,2018,26,Man,latino hispanic,happy,4,1.0,1.0,1.0
Bob Swan,2019,27,Man,latino hispanic,happy,3,1.0,3.0,3.0
Richard K. Templeton,2010,27,Man,white,neutral,4,2.0,3.0,3.0
Richard K. Templeton,2011,27,Man,white,neutral,4,3.0,4.0,3.0
Richard K. Templeton,2012,33,Man,asian,sad,3,3.0,3.0,3.0
Richard K. Templeton,2014,38,Man,white,neutral,3,3.0,3.0,3.0
Richard K. Templeton,2016,38,Man,latino hispanic,neutral,3,3.0,4.0,3.0
Richard K. Templeton,2017,38,Man,white,happy,4,4.0,4.0,3.0
Brian Crutcher,2018,45,Man,white,happy,3,3.0,4.0,3.0
Brian Crutcher,2019,40,Man,white,happy,3,3.0,4.0,3.0
Paul E. Jacobs,2010,48,Man,white,sad,3,3.0,3.0,3.0
Paul E. Jacobs,2011,29,Man,white,happy,4,3.0,4.0,3.0
Steve Mollenkopf,2015,39,Man,white,happy,3,4.0,4.0,4.0
Steve Mollenkopf,2016,37,Man,white,happy,3,4.0,4.0,3.0
Steve Mollenkopf,2018,41,Man,white,happy,3,4.0,4.0,3.0
Steve Mollenkopf,2019,40,Man,white,angry,3,3.0,3.0,2.0
Virginia Rometty,2012,35,Man,white,neutral,3,1.0,3.0,1.0
Virginia Rometty,2013,40,Man,white,fear,2,3.0,3.0,3.0
Virginia Rometty,2014,36,Woman,white,happy,3,4.0,5.0,3.0
Virginia Rometty,2015,26,Man,white,neutral,3,1.0,3.0,1.0
Virginia Rometty,2016,35,Woman,white,happy,3,3.0,4.0,3.0
Virginia Rometty,2017,31,Woman,white,neutral,3,1.0,4.0,3.0
Virginia Rometty,2018,32,Woman,white,happy,3,3.0,4.0,3.0
Virginia Rometty,2019,32,Woman,white,happy,3,3.0,5.0,4.0
John Donahoe (under eBay),2010,45,Man,white,surprise,3,3.0,4.0,4.0
John Donahoe (under eBay),2011,33,Man,white,happy,3,3.0,4.0,4.0
John Donahoe (under eBay),2012,36,Man,white,angry,3,3.0,3.0,3.0
John Donahoe (under eBay),2013,46,Man,white,neutral,3,3.0,4.0,4.0
John Donahoe (under eBay),2014,35,Man,white,neutral,3,3.0,4.0,4.0
Dan Schulman,2015,37,Man,white,neutral,3,3.0,4.0,3.0
Dan Schulman,2016,35,Man,white,surprise,3,3.0,4.0,3.0
Dan Schulman,2017,39,Man,white,neutral,3,3.0,4.0,3.0
Dan Schulman,2018,33,Man,white,neutral,3,3.0,3.0,3.0
Dan Schulman,2019,44,Man,latino hispanic,happy,3,4.0,4.0,4.0
Fred Luddy,2010,40,Man,white,happy,3,4.0,4.0,4.0
Fred Luddy,2011,40,Man,white,happy,3,4.0,4.0,4.0
Frank Slootman,2012,44,Man,white,happy,4,4.0,4.0,4.0
Frank Slootman,2013,44,Man,white,angry,4,4.0,3.0,4.0
Frank Slootman,2014,50,Man,white,sad,3,3.0,3.0,3.0
Frank Slootman,2015,42,Man,white,happy,4,4.0,4.0,4.0
Frank Slootman,2016,31,Man,white,happy,4,4.0,4.0,4.0
John Donahoe,2017,41,Man,white,happy,3,4.0,4.0,4.0
John Donahoe,2018,36,Man,white,neutral,3,4.0,4.0,3.0
John Donahoe,2019,35,Man,white,angry,3,3.0,3.0,3.0
Brad Smith,2010,27,Man,white,happy,4,3.0,4.0,3.0
Brad Smith,2011,31,Man,white,happy,4,4.0,4.0,4.0
Brad Smith,2012,27,Man,white,happy,4,3.0,4.0,3.0
Brad Smith,2013,24,Man,white,neutral,3,2.0,3.0,3.0
Brad Smith,2014,28,Man,white,surprise,3,3.0,3.0,3.0
Brad Smith,2015,27,Man,white,happy,4,3.0,4.0,3.0
Brad Smith,2016,23,Man,white,happy,4,2.0,3.0,2.0
Brad Smith,2017,25,Man,white,happy,4,3.0,3.0,3.0
Brad Smith,2018,27,Man,white,happy,3,3.0,3.0,3.0
Sasan Goodarzi,2019,43,Man,latino hispanic,happy,3,4.0,4.0,3.0
Dirk Meyer,2010,38,Man,white,happy,3,4.0,4.0,3.0
Thomas Seifert (interim),2011,39,Man,middle eastern,neutral,3,3.0,3.0,3.0
Rory Read,2012,26,Man,white,happy,4,2.0,3.0,3.0
Rory Read,2013,35,Man,white,happy,3,4.0,4.0,3.0
Lisa Su,2014,33,Man,white,happy,3,1.0,1.0,1.0
Lisa Su,2015,40,Man,asian,happy,3,4.0,4.0,4.0
Lisa Su,2016,39,Man,asian,happy,4,4.0,5.0,4.0
Lisa Su,2017,32,Man,white,angry,3,1.0,1.0,1.0
Lisa Su,2018,27,Man,asian,happy,3,1.0,4.0,1.0
Lisa Su,2019,39,Man,asian,happy,4,5.0,4.0,4.0
Mark Hurd,2010,36,Man,white,fear,3,3.0,3.0,4.0
Leo Apotheker,2011,47,Man,white,happy,3,3.0,3.0,2.0
Meg Whitman,2012,33,Man,white,surprise,3,2.0,3.0,3.0
Meg Whitman,2013,39,Woman,white,happy,4,4.0,4.0,4.0
Meg Whitman,2014,38,Woman,white,fear,2,3.0,4.0,4.0
Dion Weisler,2015,28,Man,latino hispanic,happy,4,3.0,4.0,3.0
Dion Weisler,2016,28,Man,latino hispanic,happy,4,2.0,4.0,3.0
Dion Weisler,2017,44,Man,latino hispanic,sad,3,3.0,3.0,3.0
Dion Weisler,2018,41,Man,white,happy,3,4.0,4.0,3.0
Enrique Lores,2019,38,Man,white,happy,3,4.0,4.0,3.0
Steve Appleton,2010,28,Man,white,happy,4,3.0,4.0,3.0
Steve Appleton,2011,33,Man,white,neutral,4,3.0,4.0,3.0
Mark Durcan,2012,38,Man,white,happy,3,4.0,4.0,4.0
Mark Durcan,2013,44,Man,middle eastern,happy,3,4.0,4.0,4.0
Mark Durcan,2014,40,Man,white,happy,3,4.0,4.0,3.0
Mark Durcan,2016,38,Man,white,happy,4,4.0,4.0,4.0
Sanjay Mehrotra,2017,37,Man,latino hispanic,happy,4,4.0,4.0,4.0
Sanjay Mehrotra,2018,43,Man,latino hispanic,angry,3,3.0,3.0,3.0
Sanjay Mehrotra,2019,48,Man,latino hispanic,angry,3,3.0,3.0,3.0
Jerald Fishman,2010,38,Man,white,happy,4,4.0,4.0,4.0
Jerald Fishman,2012,42,Man,white,happy,3,4.0,4.0,3.0
Vincent Roche,2013,24,Man,white,angry,3,1.0,1.0,1.0
Vincent Roche,2014,24,Man,white,neutral,4,2.0,3.0,3.0
Vincent Roche,2015,35,Man,white,fear,2,2.0,3.0,3.0
Vincent Roche,2016,26,Man,white,happy,4,2.0,4.0,3.0
Vincent Roche,2017,27,Man,white,happy,4,2.0,3.0,3.0
Vincent Roche,2018,23,Man,white,angry,4,1.0,1.0,1.0
Vincent Roche,2019,24,Man,white,neutral,4,2.0,3.0,1.0
Stephen G. Newberry,2010,43,Man,white,happy,3,3.0,4.0,3.0
Stephen G. Newberry,2011,43,Man,white,happy,3,3.0,4.0,3.0
Martin Anstice,2012,38,Man,white,happy,3,3.0,4.0,3.0
Martin Anstice,2013,38,Man,white,happy,3,4.0,4.0,3.0
Martin Anstice,2014,34,Man,white,angry,3,3.0,3.0,3.0
Martin Anstice,2015,28,Man,white,sad,3,2.0,3.0,3.0
Martin Anstice,2016,44,Man,white,happy,3,3.0,4.0,3.0
Martin Anstice,2017,34,Man,white,happy,3,4.0,4.0,3.0
Tim Archer,2019,34,Man,white,happy,3,3.0,4.0,3.0
Michael R. Splinter,2010,39,Man,middle eastern,angry,3,3.0,2.0,4.0
Michael R. Splinter,2011,38,Man,latino hispanic,happy,3,4.0,4.0,3.0
Michael R. Splinter,2012,27,Man,latino hispanic,happy,4,2.0,4.0,1.0
Gary E. Dickerson,2013,33,Man,asian,happy,3,3.0,4.0,3.0
Gary E. Dickerson,2015,31,Man,asian,happy,4,3.0,4.0,3.0
Gary E. Dickerson,2016,38,Man,asian,sad,3,3.0,3.0,3.0
Gary E. Dickerson,2017,48,Man,asian,happy,3,4.0,4.0,4.0
Gary E. Dickerson,2018,38,Man,asian,happy,4,4.0,4.0,3.0
Gary E. Dickerson,2019,44,Man,asian,happy,3,4.0,4.0,3.0
Rick Wallace,2010,32,Man,white,neutral,3,3.0,3.0,3.0
Rick Wallace,2011,23,Man,latino hispanic,neutral,3,2.0,3.0,2.0
Rick Wallace,2012,22,Man,white,angry,4,1.0,2.0,1.0
Rick Wallace,2013,32,Man,white,neutral,3,3.0,3.0,3.0
Rick Wallace,2014,32,Man,asian,sad,2,3.0,3.0,3.0
Rick Wallace,2015,39,Man,white,sad,2,3.0,3.0,3.0
Rick Wallace,2016,23,Man,white,neutral,4,2.0,3.0,2.0
Rick Wallace,2017,37,Man,white,angry,3,3.0,3.0,3.0
Rick Wallace,2018,26,Man,white,happy,4,2.0,4.0,3.0
Rick Wallace,2019,36,Man,latino hispanic,happy,3,4.0,4.0,3.0
Sehat Sutardja,2010,43,Man,asian,happy,3,4.0,4.0,3.0
Sehat Sutardja,2011,35,Man,asian,angry,4,3.0,2.0,3.0
Sehat Sutardja,2012,55,Man,asian,angry,3,3.0,3.0,3.0
Sehat Sutardja,2013,56,Man,asian,angry,3,3.0,2.0,3.0
Sehat Sutardja,2015,31,Man,white,surprise,4,3.0,3.0,3.0
Matthew J. Murphy,2016,31,Man,white,happy,4,3.0,4.0,3.0
Matthew J. Murphy,2017,41,Man,white,neutral,3,3.0,3.0,3.0
Matthew J. Murphy,2018,39,Man,white,neutral,3,3.0,4.0,3.0
Matthew J. Murphy,2019,41,Man,white,neutral,3,3.0,3.0,3.0
Lip-Bu Tan,2010,50,Man,asian,happy,3,4.0,4.0,3.0
Lip-Bu Tan,2011,36,Man,asian,happy,4,4.0,4.0,3.0
Lip-Bu Tan,2012,54,Man,asian,happy,3,4.0,4.0,4.0
Lip-Bu Tan,2013,44,Man,asian,neutral,3,4.0,4.0,4.0
Lip-Bu Tan,2014,48,Man,asian,angry,3,2.0,2.0,3.0
Lip-Bu Tan,2015,32,Man,asian,angry,3,2.0,2.0,3.0
Lip-Bu Tan,2016,47,Man,asian,sad,3,3.0,3.0,3.0
Lip-Bu Tan,2017,50,Man,asian,happy,3,4.0,4.0,3.0
Lip-Bu Tan,2019,51,Man,asian,happy,3,4.0,4.0,4.0
Aart de Geus,2010,23,Man,white,neutral,4,1.0,1.0,2.0
Aart de Geus,2011,57,Man,white,happy,3,4.0,4.0,4.0
Aart de Geus,2013,42,Man,white,happy,3,4.0,4.0,4.0
Aart de Geus,2014,37,Man,asian,happy,3,4.0,4.0,3.0
Aart de Geus,2015,55,Man,white,sad,2,3.0,3.0,4.0
Aart de Geus,2017,41,Man,white,happy,3,4.0,4.0,3.0
Aart de Geus,2018,37,Man,white,angry,3,2.0,2.0,3.0
Aart de Geus,2019,31,Man,white,happy,4,4.0,4.0,4.0
Ken Xie,2010,25,Man,asian,happy,4,3.0,4.0,3.0
Ken Xie,2011,45,Man,asian,fear,2,2.0,3.0,3.0
Ken Xie,2012,28,Man,asian,neutral,4,3.0,4.0,3.0
Ken Xie,2013,48,Man,asian,fear,2,2.0,3.0,3.0
Ken Xie,2014,25,Man,asian,happy,4,3.0,3.0,3.0
Ken Xie,2015,27,Man,asian,sad,3,3.0,3.0,3.0
Ken Xie,2016,31,Man,asian,neutral,4,3.0,3.0,3.0
Ken Xie,2017,23,Man,asian,fear,2,2.0,1.0,1.0
Ken Xie,2019,28,Man,asian,angry,4,2.0,2.0,2.0
John McAdam,2010,31,Man,asian,happy,3,3.0,4.0,3.0
John McAdam,2011,34,Man,middle eastern,happy,3,4.0,4.0,3.0
John McAdam,2012,30,Man,white,neutral,3,3.0,3.0,3.0
John McAdam,2013,31,Man,asian,happy,4,3.0,4.0,3.0
John McAdam,2014,25,Man,latino hispanic,happy,5,2.0,3.0,2.0
John McAdam,2015,26,Man,latino hispanic,happy,4,2.0,4.0,2.0
John McAdam,2016,39,Man,white,happy,4,4.0,4.0,4.0
Jayshree Ullal,2010,36,Man,middle eastern,fear,2,1.0,3.0,3.0
Jayshree Ullal,2011,33,Woman,indian,happy,4,4.0,4.0,4.0
Jayshree Ullal,2012,33,Woman,indian,happy,4,4.0,4.0,4.0
Jayshree Ullal,2014,35,Man,indian,happy,3,5.0,4.0,
Jayshree Ullal,2015,28,Man,latino hispanic,happy,3,1.0,1.0,1.0
Jayshree Ullal,2016,38,Woman,indian,happy,4,4.0,4.0,4.0
Jayshree Ullal,2017,40,Man,white,surprise,3,3.0,1.0,3.0
Jayshree Ullal,2018,28,Man,middle eastern,surprise,2,1.0,3.0,1.0
Jayshree Ullal,2019,36,Woman,indian,happy,4,4.0,4.0,4.0
Greg Brown,2010,45,Man,middle eastern,happy,3,4.0,4.0,4.0
Greg Brown,2011,38,Man,white,happy,3,4.0,4.0,3.0
Greg Brown,2012,40,Man,white,happy,3,3.0,4.0,3.0
Greg Brown,2013,45,Man,white,happy,3,3.0,4.0,3.0
Greg Brown,2014,40,Man,white,happy,3,3.0,4.0,3.0
Greg Brown,2015,48,Man,white,neutral,3,3.0,3.0,3.0
Greg Brown,2016,48,Man,white,fear,2,3.0,3.0,3.0
Greg Brown,2017,25,Man,white,fear,3,1.0,2.0,1.0
Greg Brown,2018,41,Man,white,fear,2,3.0,3.0,3.0
Greg Brown,2019,48,Man,latino hispanic,happy,3,4.0,4.0,3.0
John Coyne,2010,39,Man,white,happy,3,4.0,4.0,3.0
John Coyne,2011,45,Man,white,neutral,3,3.0,4.0,3.0
Stephen Milligan,2012,28,Man,white,happy,4,3.0,4.0,3.0
Stephen Milligan,2013,36,Man,white,happy,4,4.0,4.0,3.0
Stephen Milligan,2014,34,Man,white,happy,3,3.0,4.0,3.0
Stephen Milligan,2015,42,Man,white,surprise,3,3.0,3.0,3.0
Stephen Milligan,2016,39,Man,white,happy,3,4.0,4.0,3.0
Stephen Milligan,2017,23,Man,white,happy,4,2.0,3.0,2.0
Stephen Milligan,2018,39,Man,white,happy,4,3.0,4.0,3.0
Stephen Milligan,2019,39,Man,white,happy,4,4.0,4.0,3.0
Stephen J. Luczo,2010,34,Man,white,angry,3,3.0,3.0,3.0
Stephen J. Luczo,2011,34,Man,white,angry,3,3.0,3.0,3.0
Stephen J. Luczo,2012,25,Man,white,happy,5,1.0,4.0,1.0
Stephen J. Luczo,2013,34,Man,white,angry,3,3.0,3.0,3.0
Stephen J. Luczo,2014,35,Man,white,angry,3,3.0,3.0,3.0
Stephen J. Luczo,2015,34,Man,white,angry,3,3.0,3.0,3.0
Stephen J. Luczo,2016,34,Man,white,angry,3,3.0,3.0,3.0
Stephen J. Luczo,2017,31,Man,white,happy,4,3.0,4.0,3.0
David Mosley,2018,46,Man,white,happy,3,3.0,4.0,3.0
David Mosley,2019,47,Man,white,fear,2,2.0,3.0,3.0
Moshe Gavrielov,2010,46,Man,white,happy,3,4.0,4.0,3.0
Moshe Gavrielov,2011,33,Man,white,happy,4,3.0,4.0,4.0
Moshe Gavrielov,2012,32,Man,white,happy,4,4.0,4.0,3.0
Moshe Gavrielov,2013,41,Man,white,happy,3,3.0,4.0,3.0
Moshe Gavrielov,2014,46,Man,white,happy,3,3.0,4.0,3.0
Moshe Gavrielov,2015,46,Man,white,happy,3,4.0,4.0,3.0
Moshe Gavrielov,2016,40,Man,white,happy,3,4.0,4.0,3.0
Victor Peng,2017,25,Man,asian,happy,4,3.0,4.0,3.0
Victor Peng,2018,42,Man,asian,happy,4,4.0,4.0,4.0
Victor Peng,2019,37,Man,asian,sad,3,3.0,3.0,3.0
Enrique Salem,2011,39,Man,white,happy,3,4.0,4.0,4.0
Steve Bennett,2012,38,Man,white,happy,4,4.0,4.0,3.0
Steve Bennett,2013,38,Man,white,happy,4,3.0,4.0,3.0
Michael A. Brown,2014,26,Man,latino hispanic,happy,4,3.0,3.0,3.0
Michael A. Brown,2015,26,Man,latino hispanic,happy,4,3.0,4.0,3.0
Greg Clark,2016,36,Man,white,happy,4,3.0,4.0,3.0
Greg Clark,2017,35,Man,white,happy,4,4.0,4.0,4.0
Greg Clark,2018,34,Man,white,happy,4,3.0,4.0,4.0
Richard Hill (interim),2019,35,Man,white,neutral,3,3.0,3.0,3.0
Paul Sagan,2010,33,Man,latino hispanic,neutral,3,3.0,4.0,3.0
Paul Sagan,2012,36,Man,white,happy,4,4.0,4.0,3.0
Tom Leighton,2013,25,Man,white,happy,4,2.0,4.0,3.0
Tom Leighton,2014,29,Man,white,neutral,4,3.0,4.0,3.0
Tom Leighton,2015,49,Man,white,neutral,3,4.0,4.0,4.0
Tom Leighton,2016,31,Man,white,happy,4,3.0,4.0,3.0
Tom Leighton,2017,32,Man,white,happy,4,3.0,4.0,4.0
Tom Leighton,2018,34,Man,white,happy,3,3.0,4.0,4.0
Tom Leighton,2019,42,Man,white,sad,3,3.0,3.0,3.0
Jim Bidzos,2010,47,Man,middle eastern,neutral,3,4.0,4.0,4.0
Jim Bidzos,2012,30,Man,white,fear,2,2.0,3.0,3.0
Jim Bidzos,2013,50,Man,white,neutral,3,3.0,3.0,3.0
Jim Bidzos,2014,49,Man,white,neutral,3,3.0,4.0,3.0
Jim Bidzos,2015,46,Man,middle eastern,neutral,3,4.0,4.0,4.0
Jim Bidzos,2016,46,Man,middle eastern,neutral,3,3.0,4.0,3.0
Jim Bidzos,2017,44,Man,middle eastern,neutral,3,4.0,4.0,4.0
Jim Bidzos,2018,34,Man,latino hispanic,neutral,3,3.0,3.0,3.0
Jim Bidzos,2019,46,Man,middle eastern,neutral,3,3.0,4.0,4.0
Ron Nersesian,2014,45,Man,asian,fear,2,3.0,3.0,3.0
Ron Nersesian,2015,43,Man,white,happy,3,4.0,4.0,3.0
Ron Nersesian,2016,38,Man,white,happy,4,4.0,4.0,3.0
Ron Nersesian,2017,33,Man,white,neutral,3,3.0,4.0,3.0
Ron Nersesian,2018,43,Man,white,happy,3,4.0,4.0,3.0
Ron Nersesian,2019,60,Man,white,angry,3,3.0,3.0,3.0
Gene Hall,2010,41,Man,white,happy,3,3.0,4.0,3.0
Gene Hall,2011,29,Man,white,happy,4,3.0,4.0,3.0
Gene Hall,2012,41,Man,white,happy,3,4.0,4.0,3.0
Gene Hall,2013,41,Man,white,happy,3,4.0,4.0,3.0
Gene Hall,2014,33,Man,asian,happy,3,3.0,4.0,3.0
Gene Hall,2015,33,Man,asian,happy,4,3.0,4.0,3.0
Gene Hall,2016,41,Man,white,happy,3,4.0,4.0,3.0
Gene Hall,2017,46,Man,asian,sad,2,3.0,3.0,3.0
Gene Hall,2018,44,Man,asian,fear,2,2.0,3.0,3.0
Gene Hall,2019,36,Man,asian,happy,3,3.0,4.0,3.0
Arkadiy Dobkin,2010,45,Man,white,happy,3,4.0,4.0,3.0
Arkadiy Dobkin,2011,45,Man,white,happy,3,4.0,4.0,3.0
Arkadiy Dobkin,2012,41,Man,white,neutral,3,3.0,4.0,3.0
Arkadiy Dobkin,2013,47,Man,white,angry,2,2.0,2.0,3.0
Arkadiy Dobkin,2014,45,Man,white,happy,3,3.0,4.0,3.0
Arkadiy Dobkin,2015,43,Man,white,neutral,3,3.0,3.0,3.0
Arkadiy Dobkin,2016,50,Man,middle eastern,neutral,3,3.0,3.0,3.0
Arkadiy Dobkin,2017,34,Man,middle eastern,angry,3,2.0,2.0,2.0
Arkadiy Dobkin,2018,43,Man,middle eastern,happy,3,4.0,4.0,3.0
Arkadiy Dobkin,2019,50,Man,middle eastern,neutral,3,3.0,3.0,3.0
Jack Prim,2010,50,Man,white,neutral,3,3.0,3.0,3.0
Jack Prim,2011,50,Man,white,neutral,3,3.0,3.0,3.0
Jack Prim,2012,50,Man,white,neutral,3,3.0,3.0,3.0
Jack Prim,2014,50,Man,white,neutral,3,3.0,3.0,3.0
Jack Prim,2015,50,Man,white,neutral,3,3.0,3.0,3.0
Jack Prim,2016,50,Man,white,neutral,3,3.0,4.0,3.0
Thomas E. Richards,2013,27,Man,white,happy,4,2.0,3.0,3.0
Thomas E. Richards,2014,26,Man,white,happy,4,2.0,4.0,1.0
Thomas E. Richards,2015,27,Man,white,happy,4,2.0,3.0,3.0
Thomas E. Richards,2016,27,Man,white,happy,4,2.0,4.0,3.0
Christine A. Leahy,2017,26,Woman,white,happy,3,2.0,4.0,3.0
Christine A. Leahy,2018,28,Man,white,happy,3,1.0,3.0,1.0
Christine A. Leahy,2019,43,Man,asian,angry,3,2.0,3.0,1.0
James Cashman,2010,31,Man,white,neutral,3,3.0,4.0,3.0
James Cashman,2011,28,Man,white,happy,4,3.0,4.0,3.0
James Cashman,2012,28,Man,white,happy,4,3.0,3.0,3.0
James Cashman,2014,30,Man,white,happy,4,3.0,4.0,3.0
James Cashman,2015,28,Man,white,happy,4,3.0,4.0,3.0
Ajei Gopal,2016,28,Man,latino hispanic,happy,4,2.0,4.0,3.0
Ajei Gopal,2017,27,Man,latino hispanic,happy,4,1.0,4.0,3.0
Ajei Gopal,2019,33,Man,latino hispanic,happy,3,3.0,4.0,4.0
Martin H. Loeffler,2011,39,Man,white,happy,4,3.0,4.0,3.0
R. Adam Norwitt,2012,32,Man,white,happy,4,3.0,4.0,3.0
R. Adam Norwitt,2014,32,Man,white,happy,4,3.0,4.0,3.0
R. Adam Norwitt,2015,32,Man,white,happy,4,3.0,4.0,3.0
R. Adam Norwitt,2016,32,Man,white,happy,3,3.0,4.0,3.0
R. Adam Norwitt,2018,32,Man,white,happy,4,3.0,4.0,3.0
R. Adam Norwitt,2019,30,Man,white,happy,4,3.0,4.0,3.0
Keith D. Jackson,2010,43,Man,black,happy,3,4.0,4.0,3.0
Keith D. Jackson,2011,43,Man,black,happy,3,4.0,4.0,3.0
Keith D. Jackson,2012,43,Man,black,happy,4,4.0,4.0,3.0
Keith D. Jackson,2013,42,Man,white,happy,3,3.0,4.0,3.0
Keith D. Jackson,2014,43,Man,black,happy,4,4.0,4.0,3.0
Keith D. Jackson,2016,58,Man,white,happy,3,3.0,4.0,3.0
Keith D. Jackson,2017,43,Man,black,happy,3,4.0,4.0,3.0
Keith D. Jackson,2018,47,Man,white,happy,3,3.0,4.0,3.0
Steve Sanghi,2010,25,Man,latino hispanic,happy,4,1.0,2.0,1.0
Steve Sanghi,2011,25,Man,latino hispanic,happy,5,1.0,4.0,3.0
Steve Sanghi,2012,25,Man,latino hispanic,happy,4,1.0,1.0,1.0
Steve Sanghi,2013,25,Man,latino hispanic,happy,4,1.0,3.0,1.0
Steve Sanghi,2015,37,Man,latino hispanic,happy,4,4.0,4.0,4.0
Steve Sanghi,2016,25,Man,latino hispanic,happy,4,1.0,3.0,1.0
Steve Sanghi,2017,45,Man,white,neutral,3,3.0,4.0,4.0
Steve Sanghi,2018,34,Man,middle eastern,happy,4,4.0,4.0,4.0
Steve Sanghi,2019,47,Man,middle eastern,neutral,3,4.0,4.0,4.0
David J. Aldrich,2014,29,Man,white,fear,2,2.0,3.0,3.0
David J. Aldrich,2015,29,Man,white,fear,3,2.0,3.0,3.0
David J. Aldrich,2016,27,Man,white,happy,4,3.0,4.0,3.0
David J. Aldrich,2017,29,Man,white,fear,2,2.0,3.0,3.0
Liam Griffin,2019,45,Man,white,happy,3,3.0,4.0,3.0
Michael Hsing,2010,40,Man,middle eastern,happy,3,4.0,4.0,4.0
Michael Hsing,2012,40,Man,middle eastern,happy,3,4.0,4.0,3.0
Michael Hsing,2013,40,Man,middle eastern,happy,3,4.0,4.0,4.0
Michael Hsing,2014,40,Man,middle eastern,happy,3,4.0,4.0,4.0
Michael Hsing,2016,40,Man,middle eastern,happy,3,4.0,4.0,3.0
Michael Hsing,2017,40,Man,middle eastern,happy,4,4.0,4.0,3.0
Michael Hsing,2018,40,Man,middle eastern,happy,3,4.0,4.0,3.0
Michael Hsing,2019,40,Man,middle eastern,happy,3,4.0,4.0,4.0
Paul Nahi,2014,27,Man,middle eastern,happy,4,4.0,4.0,3.0
Paul Nahi,2015,27,Man,middle eastern,happy,4,3.0,4.0,3.0
Paul Nahi,2016,27,Man,middle eastern,happy,4,3.0,3.0,4.0
Paul Nahi,2017,27,Man,middle eastern,happy,4,3.0,4.0,3.0
Michael A. Bradley,2012,46,Man,white,happy,3,3.0,4.0,3.0
John S. Marr Jr.,2018,49,Man,white,happy,3,3.0,4.0,3.0
Tim Cook,2011,28,Man,white,happy,3,1.0,4.0,3.0
Tim Cook,2012,42,Man,white,happy,3,4.0,4.0,4.0
Tim Cook,2013,46,Man,white,sad,3,3.0,4.0,4.0
Tim Cook,2014,43,Man,white,angry,3,4.0,3.0,4.0
Tim Cook,2015,37,Man,white,happy,3,3.0,5.0,4.0
Tim Cook,2016,31,Man,white,happy,3,3.0,4.0,3.0
Tim Cook,2017,24,Man,latino hispanic,happy,2,1.0,3.0,1.0
Tim Cook,2018,29,Man,white,sad,2,1.0,1.0,1.0
Tim Cook,2019,38,Man,white,neutral,2,3.0,4.0,4.0
Steve Ballmer,2010,27,Man,white,fear,3,1.0,3.0,1.0
Steve Ballmer,2011,41,Man,white,happy,4,4.0,4.0,4.0
Steve Ballmer,2012,46,Man,white,angry,3,3.0,3.0,3.0
Steve Ballmer,2013,40,Man,white,neutral,4,3.0,4.0,4.0
Satya Nadella,2014,24,Man,middle eastern,angry,2,1.0,1.0,1.0
Satya Nadella,2015,39,Man,white,happy,3,4.0,4.0,4.0
Satya Nadella,2016,34,Man,latino hispanic,angry,3,2.0,3.0,3.0
Satya Nadella,2017,29,Man,middle eastern,fear,2,1.0,1.0,3.0
Satya Nadella,2018,27,Man,middle eastern,happy,4,1.0,4.0,1.0
Satya Nadella,2019,31,Man,asian,happy,4,4.0,4.0,5.0
Jensen Huang,2010,37,Man,asian,fear,3,3.0,4.0,4.0
Jensen Huang,2011,34,Man,asian,sad,3,3.0,3.0,3.0
Jensen Huang,2013,34,Man,asian,angry,4,3.0,3.0,3.0
Jensen Huang,2014,45,Man,asian,sad,3,3.0,3.0,4.0
Jensen Huang,2015,45,Man,asian,sad,3,3.0,3.0,4.0
Jensen Huang,2016,41,Man,asian,sad,3,3.0,3.0,4.0
Jensen Huang,2017,44,Man,asian,neutral,4,4.0,4.0,4.0
Jensen Huang,2018,46,Man,asian,angry,4,3.0,3.0,4.0
